date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:45:35	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2026%20Jun%202024%2020:45:34%20GMT	https://www.bancopichincha.com.co/web/corporativo/credito-educativo	./W2/www.bancopichincha.com.co/web/corporativo/credito-educativo	(from https://www.bancopichincha.com.co/web/personas)
16:45:37	70466/70466	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202024%2020:45:35%20GMT	https://www.bancopichincha.com.co/web/corporativo/solicitud-de-producto	./W2/www.bancopichincha.com.co/web/corporativo/solicitud-de-producto.html	(from https://www.bancopichincha.com.co/web/personas)
16:45:37	51787/51787	---MCZ	200	added ('OK')	text/html	etag:W/%225a707f7%22	https://www.bancopichincha.com.co/web/corporativo/disponibilidad-de-canales	./W2/www.bancopichincha.com.co/web/corporativo/disponibilidad-de-canales.html	(from https://www.bancopichincha.com.co/web/personas)
16:45:38	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2026%20Jun%202024%2020:45:37%20GMT	https://www.bancopichincha.com.co/web/personas/hazte-cliente-banco-pichincha	./W2/www.bancopichincha.com.co/web/personas/hazte-cliente-banco-pichincha	(from https://www.bancopichincha.com.co/web/personas)
16:45:39	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2026%20Jun%202024%2020:45:38%20GMT	https://www.bancopichincha.com.co/web/personas/hazte-cliente-banco-pichincha	./W2/www.bancopichincha.com.co/web/personas/hazte-cliente-banco-pichincha	(from https://www.bancopichincha.com.co/web/personas)
16:45:40	63182/63182	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202024%2020:45:39%20GMT	https://www.bancopichincha.com.co/web/personas/pago-credito-personal	./W2/www.bancopichincha.com.co/web/personas/pago-credito-personal.html	(from https://www.bancopichincha.com.co/web/personas)
16:45:41	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2026%20Jun%202024%2020:45:40%20GMT	https://www.bancopichincha.com.co/web/corporativo/oficinas	./W2/www.bancopichincha.com.co/web/corporativo/oficinas	(from https://www.bancopichincha.com.co/web/personas)
16:45:43	79648/79648	---MCZ	200	added ('OK')	text/html	etag:W/%2290f3c108%22	https://www.bancopichincha.com.co/web/corporativo/red-de-oficinas	./W2/www.bancopichincha.com.co/web/corporativo/red-de-oficinas.html	(from https://www.bancopichincha.com.co/web/personas)
16:45:44	63935/63935	---MCZ	200	added ('OK')	text/html	etag:W/%22fcc4447%22	https://www.bancopichincha.com.co/web/empresas/cuenta-de-ahorros	./W2/www.bancopichincha.com.co/web/empresas/cuenta-de-ahorros.html	(from https://www.bancopichincha.com.co/web/personas)
16:45:44	60887/60887	---MCZ	200	added ('OK')	text/html	etag:W/%22a1bab9c%22	https://www.bancopichincha.com.co/web/empresas/rendimetas	./W2/www.bancopichincha.com.co/web/empresas/rendimetas.html	(from https://www.bancopichincha.com.co/web/personas)
16:45:46	60756/60756	---MCZ	200	added ('OK')	text/html	etag:W/%224fc0b9ac%22	https://www.bancopichincha.com.co/web/empresas/cdt	./W2/www.bancopichincha.com.co/web/empresas/cdt.html	(from https://www.bancopichincha.com.co/web/personas)
16:45:46	62156/62156	---MCZ	200	added ('OK')	text/html	etag:W/%2244c9b482%22	https://www.bancopichincha.com.co/web/empresas/credito-de-tesoreria	./W2/www.bancopichincha.com.co/web/empresas/credito-de-tesoreria.html	(from https://www.bancopichincha.com.co/web/personas)
16:45:47	62457/62457	---MCZ	200	added ('OK')	text/html	etag:W/%225089d784%22	https://www.bancopichincha.com.co/web/empresas/credito-cartera-ordinaria	./W2/www.bancopichincha.com.co/web/empresas/credito-cartera-ordinaria.html	(from https://www.bancopichincha.com.co/web/personas)
16:45:48	56889/56889	---MCZ	200	added ('OK')	text/html	etag:W/%22f42c2f7%22	https://www.bancopichincha.com.co/web/empresas/credito-de-cesantias	./W2/www.bancopichincha.com.co/web/empresas/credito-de-cesantias.html	(from https://www.bancopichincha.com.co/web/personas)
16:45:50	57475/57475	---MCZ	200	added ('OK')	text/html	etag:W/%22e63653aa%22	https://www.bancopichincha.com.co/web/empresas/banca-virtual-aplicacion-movil	./W2/www.bancopichincha.com.co/web/empresas/banca-virtual-aplicacion-movil.html	(from https://www.bancopichincha.com.co/web/personas)
16:45:51	57215/57215	---MCZ	200	added ('OK')	text/html	etag:W/%229b9dd479%22	https://www.bancopichincha.com.co/web/empresas/portal-pagos	./W2/www.bancopichincha.com.co/web/empresas/portal-pagos.html	(from https://www.bancopichincha.com.co/web/personas)
16:45:51	56873/56873	---MCZ	200	added ('OK')	text/html	etag:W/%228d2f0090%22	https://www.bancopichincha.com.co/web/empresas/comercio-exterior	./W2/www.bancopichincha.com.co/web/empresas/comercio-exterior.html	(from https://www.bancopichincha.com.co/web/personas)
16:45:53	61341/61341	---MCZ	200	added ('OK')	text/html	etag:W/%229a040a74%22	https://www.bancopichincha.com.co/web/corporativo/subsidio-incentivo-generacion-nuevos-empleos	./W2/www.bancopichincha.com.co/web/corporativo/subsidio-incentivo-generacion-nuevos-empleos.html	(from https://www.bancopichincha.com.co/web/personas)
16:45:53	52833/52833	---MCZ	200	added ('OK')	text/html	etag:W/%22471e7a4c%22	https://www.bancopichincha.com.co/web/corporativo/quienes-somos	./W2/www.bancopichincha.com.co/web/corporativo/quienes-somos.html	(from https://www.bancopichincha.com.co/web/personas)
16:45:55	60800/60800	---MCZ	200	added ('OK')	text/html	etag:W/%22735f4fcf%22	https://www.bancopichincha.com.co/web/corporativo/informacion-financiera	./W2/www.bancopichincha.com.co/web/corporativo/informacion-financiera.html	(from https://www.bancopichincha.com.co/web/personas)
16:45:56	65030/65030	---MCZ	200	added ('OK')	text/html	etag:W/%2299a28751%22	https://www.bancopichincha.com.co/web/corporativo/atencion-inversionistas-y-accionistas	./W2/www.bancopichincha.com.co/web/corporativo/atencion-inversionistas-y-accionistas.html	(from https://www.bancopichincha.com.co/web/personas)
16:45:56	57154/57154	---MCZ	200	added ('OK')	text/html	etag:W/%2276a2a8b2%22	https://www.bancopichincha.com.co/web/corporativo/sostenibilidad	./W2/www.bancopichincha.com.co/web/corporativo/sostenibilidad.html	(from https://www.bancopichincha.com.co/web/personas)
16:45:58	127106/127106	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202024%2020:45:56%20GMT	https://www.bancopichincha.com.co/web/corporativo/linea-etica	./W2/www.bancopichincha.com.co/web/corporativo/linea-etica.html	(from https://www.bancopichincha.com.co/web/personas)
16:45:58	63006/63006	---MCZ	200	added ('OK')	text/html	etag:W/%2285382be4%22	https://www.bancopichincha.com.co/web/corporativo/transparencia	./W2/www.bancopichincha.com.co/web/corporativo/transparencia.html	(from https://www.bancopichincha.com.co/web/personas)
16:46:00	80937/80937	---MCZ	200	added ('OK')	text/html	etag:W/%22499ab85%22	https://www.bancopichincha.com.co/web/corporativo/tasas-y-tarifas	./W2/www.bancopichincha.com.co/web/corporativo/tasas-y-tarifas.html	(from https://www.bancopichincha.com.co/web/personas)
16:46:01	53706/53706	---MCZ	200	added ('OK')	text/html	etag:W/%2218c9f70b%22	https://www.bancopichincha.com.co/web/corporativo/educacion-financiera	./W2/www.bancopichincha.com.co/web/corporativo/educacion-financiera.html	(from https://www.bancopichincha.com.co/web/personas)
16:46:02	81393/81393	---MCZ	200	added ('OK')	text/html	etag:W/%225115ab2b%22	https://www.bancopichincha.com.co/web/corporativo/defensor-del-consumidor-financiero	./W2/www.bancopichincha.com.co/web/corporativo/defensor-del-consumidor-financiero.html	(from https://www.bancopichincha.com.co/web/personas)
16:46:03	70936/70936	---MCZ	200	added ('OK')	text/html	etag:W/%22c8c4f348%22	https://www.bancopichincha.com.co/web/corporativo/normalizacion-y-cobranza	./W2/www.bancopichincha.com.co/web/corporativo/normalizacion-y-cobranza.html	(from https://www.bancopichincha.com.co/web/personas)
16:46:04	148998/148998	---MCZ	200	added ('OK')	text/html	etag:W/%2286c0905d%22	https://www.bancopichincha.com.co/web/corporativo/preguntas-frecuentes	./W2/www.bancopichincha.com.co/web/corporativo/preguntas-frecuentes.html	(from https://www.bancopichincha.com.co/web/personas)
16:46:05	50756/50756	---MCZ	200	added ('OK')	text/html	etag:W/%22a9859bbc%22	https://www.bancopichincha.com.co/web/corporativo/garantias-bancarias-emitidas	./W2/www.bancopichincha.com.co/web/corporativo/garantias-bancarias-emitidas.html	(from https://www.bancopichincha.com.co/web/personas)
16:46:06	65721/65721	---MCZ	200	added ('OK')	text/html	etag:W/%2261fdc645%22	https://www.bancopichincha.com.co/web/corporativo/preguntas-frecuentes-empresas	./W2/www.bancopichincha.com.co/web/corporativo/preguntas-frecuentes-empresas.html	(from https://www.bancopichincha.com.co/web/personas)
16:46:06	46828/46828	---MCZ	200	added ('OK')	text/html	etag:W/%226acee3d8%22	https://www.bancopichincha.com.co/web/corporativo/mapa-del-sitio	./W2/www.bancopichincha.com.co/web/corporativo/mapa-del-sitio.html	(from https://www.bancopichincha.com.co/web/personas)
16:46:08	79183/79183	---MCZ	200	added ('OK')	text/html	etag:W/%22c2a480b6%22	https://www.bancopichincha.com.co/web/corporativo/t%c3%a9rminos-y-condiciones	./W2/www.bancopichincha.com.co/web/corporativo/t%c3%a9rminos-y-condiciones.html	(from https://www.bancopichincha.com.co/web/personas)
16:46:08	56142/56142	---MCZ	200	added ('OK')	text/html	etag:W/%224aceda56%22	https://www.bancopichincha.com.co/web/corporativo/aviso-de-privacidad	./W2/www.bancopichincha.com.co/web/corporativo/aviso-de-privacidad.html	(from https://www.bancopichincha.com.co/web/personas)
16:46:09	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2026%20Jun%202024%2020:46:08%20GMT	https://www.bancopichincha.com.co/web/personas/hazte-cliente-banco-pichincha	./W2/www.bancopichincha.com.co/web/personas/hazte-cliente-banco-pichincha	(from https://www.bancopichincha.com.co/web/personas/inicio)
16:46:10	101758/101758	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2020:46:08%20GMT	https://www.bancopichincha.com.co/web/corporativo/frontend/login/	./W2/www.bancopichincha.com.co/web/corporativo/frontend/login/index.html	(from https://www.bancopichincha.com.co/web/corporativo/area-clientes)
16:46:10	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2026%20Jun%202024%2020:46:09%20GMT	https://www.bancopichincha.com.co/web/personas/hazte-cliente-banco-pichincha	./W2/www.bancopichincha.com.co/web/personas/hazte-cliente-banco-pichincha	(from https://www.bancopichincha.com.co/web/personas/inicio)
16:46:12	69272/69272	---MCZ	200	added ('OK')	text/html	etag:W/%225f2b0b30%22	https://www.bancopichincha.com.co/web/empresas	./W2/www.bancopichincha.com.co/web/empresas.html	(from https://www.bancopichincha.com.co/web/empresas/inicio)
16:46:12	29843/29843	---MCZ	200	added ('OK')	text/html	etag:W/%221615b767%22	https://www.bancopichincha.com.co/web/corporativo/area-clientes?portal=company	./W2/www.bancopichincha.com.co/web/corporativo/area-clientesceab.html	(from https://www.bancopichincha.com.co/web/empresas/inicio)
16:46:13	51578/51578	---MCZ	200	added ('OK')	text/html	etag:W/%225163f9b0%22	https://www.bancopichincha.com.co/web/personas/informacion-cdt-desmaterializado-y-fisico	./W2/www.bancopichincha.com.co/web/personas/informacion-cdt-desmaterializado-y-fisico.html	(from https://www.bancopichincha.com.co/web/personas/cdt)
16:46:15	147239/147239	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202024%2020:46:13%20GMT	https://www.bancopichincha.com.co/web/corporativo/banco-pichincha-hazte-cliente?p_p_id=com_liferay_dynamic_data_lists_form_web_portlet_DDLFormPortlet_INSTANCE_RSZb6z69WimG&p_p_state=normal&p_p_mode=view&_com_liferay_dynamic_data_lists_form_web_portlet_DDLFormPortlet_INSTANCE_RSZb6z69WimG_javax.portlet.action=addRecord&p_auth=nwvvVl9v&p_p_lifecycle=0	./W2/www.bancopichincha.com.co/web/corporativo/banco-pichincha-hazte-cliente298c.html	(from https://www.bancopichincha.com.co/web/personas/cdt)
16:46:16	101721/101721	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2020:46:14%20GMT	https://www.bancopichincha.com.co/web/personas/pago-tarjeta-de-credito	./W2/www.bancopichincha.com.co/web/personas/pago-tarjeta-de-credito	(from https://www.bancopichincha.com.co/web/personas/cdt)
16:46:17	60186/60186	---MCZ	200	added ('OK')	text/html	etag:W/%22e1dd5662%22	https://www.bancopichincha.com.co/web/corporativo/aceptacion-de-terminos-y-condiciones	./W2/www.bancopichincha.com.co/web/corporativo/aceptacion-de-terminos-y-condiciones.html	(from https://www.bancopichincha.com.co/web/personas/paga-tu-tarjeta-de-credito)
16:46:17	247/247	---M--	200	added ('OK')	text/html		https://www.bancopichincha.com.co/web/corporativo	./W2/www.bancopichincha.com.co/web/corporativo.html	(from https://www.bancopichincha.com.co/web/corporativo/preguntas-frecuentes-tarjetas-de-cr%c3%a9dito)
16:46:18	247/247	---M--	200	added ('OK')	text/html		https://www.bancopichincha.com.co/web/personas/beneficio-tarjetas-visa	./W2/www.bancopichincha.com.co/web/personas/beneficio-tarjetas-visa.html	(from https://www.bancopichincha.com.co/web/corporativo/preguntas-frecuentes-tarjetas-de-cr%c3%a9dito)
16:46:20	53781/53781	---MCZ	200	added ('OK')	text/html	etag:W/%229148a9b%22	https://www.bancopichincha.com.co/web/personas/seguro-de-vida-deudor	./W2/www.bancopichincha.com.co/web/personas/seguro-de-vida-deudor.html	(from https://www.bancopichincha.com.co/web/personas/credito-de-libranza)
16:46:21	55588/55588	---MCZ	200	added ('OK')	text/html	etag:W/%22c34e17d0%22	https://www.bancopichincha.com.co/web/personas/voluntarios-seguros	./W2/www.bancopichincha.com.co/web/personas/voluntarios-seguros.html	(from https://www.bancopichincha.com.co/web/personas/credito-de-libranza)
16:46:22	69549/69549	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202024%2020:46:21%20GMT	https://www.bancopichincha.com.co/web/corporativo/solicitud-de-producto?product=portal-pagos&portal=company	./W2/www.bancopichincha.com.co/web/corporativo/solicitud-de-producto90cc.html	(from https://www.bancopichincha.com.co/web/empresas/portal-pagos)
16:46:22	54860/54860	---MCZ	200	added ('OK')	text/html	etag:W/%22169088f5%22	https://www.bancopichincha.com.co/web/corporativo/programas-del-gobierno	./W2/www.bancopichincha.com.co/web/corporativo/programas-del-gobierno.html	(from https://www.bancopichincha.com.co/web/corporativo/subsidio-incentivo-generacion-nuevos-empleos)
16:46:24	128713/128713	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202024%2020:46:22%20GMT	https://www.bancopichincha.com.co/web/corporativo/linea-etica?p_p_id=com_liferay_dynamic_data_lists_form_web_portlet_DDLFormPortlet_INSTANCE_E65GRqOwJKNN&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view	./W2/www.bancopichincha.com.co/web/corporativo/linea-etica5d3e.html	(from https://www.bancopichincha.com.co/web/corporativo/linea-etica)
16:46:24	61388/61388	---MCZ	200	added ('OK')	text/html	etag:W/%222b47fb64%22	https://www.bancopichincha.com.co/web/corporativo/preguntas-frecuentes-paef	./W2/www.bancopichincha.com.co/web/corporativo/preguntas-frecuentes-paef.html	(from https://www.bancopichincha.com.co/web/corporativo/transparencia)
16:46:25	57867/57867	---MCZ	200	added ('OK')	text/html	etag:W/%2271c265c%22	https://www.bancopichincha.com.co/web/corporativo/preguntas-frecuentes-aeap	./W2/www.bancopichincha.com.co/web/corporativo/preguntas-frecuentes-aeap.html	(from https://www.bancopichincha.com.co/web/corporativo/transparencia)
16:46:26	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2026%20Jun%202024%2020:46:25%20GMT	https://www.bancopichincha.com.co/web/corporativo/trabaja-con-nosotros	./W2/www.bancopichincha.com.co/web/corporativo/trabaja-con-nosotros	(from https://www.bancopichincha.com.co/web/corporativo/transparencia)
16:46:28	62759/62759	---MCZ	200	added ('OK')	text/html	etag:W/%22bf234867%22	https://www.bancopichincha.com.co/web/personas/ley-habeas-data	./W2/www.bancopichincha.com.co/web/personas/ley-habeas-data.html	(from https://www.bancopichincha.com.co/web/corporativo/educacion-financiera)
16:46:28	60882/60882	---MCZ	200	added ('OK')	text/html	etag:W/%224c067551%22	https://www.bancopichincha.com.co/web/personas/adquirencia	./W2/www.bancopichincha.com.co/web/personas/adquirencia.html	(from https://www.bancopichincha.com.co/web/corporativo/preguntas-frecuentes)
16:46:29	52151/52151	---MCZ	200	added ('OK')	text/html	etag:W/%22d4778bf%22	https://www.bancopichincha.com.co/web/personas/polizas-colectivas-autos-deudor	./W2/www.bancopichincha.com.co/web/personas/polizas-colectivas-autos-deudor.html	(from https://www.bancopichincha.com.co/web/corporativo/preguntas-frecuentes-empresas)
16:46:30	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2026%20Jun%202024%2020:46:29%20GMT	https://www.bancopichincha.com.co/web/corporativo/politica-de-privacidad	./W2/www.bancopichincha.com.co/web/corporativo/politica-de-privacidad	(from https://www.bancopichincha.com.co/web/corporativo/aviso-de-privacidad)
16:46:31	29767/29767	---MCZ	200	added ('OK')	text/html	etag:W/%223cca086e%22	https://www.bancopichincha.com.co/web/corporativo/area-clientes?portal	./W2/www.bancopichincha.com.co/web/corporativo/area-clientes7ee9.html	(from https://www.bancopichincha.com.co/web/corporativo/area-clientes?portal=company)
16:46:33	143682/143682	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202024%2020:46:31%20GMT	https://www.bancopichincha.com.co/web/corporativo/banco-pichincha-hazte-cliente	./W2/www.bancopichincha.com.co/web/corporativo/banco-pichincha-hazte-cliente.html	(from https://www.bancopichincha.com.co/web/corporativo/banco-pichincha-hazte-cliente?p_p_id=com_liferay_dynamic_data_lists_form_web_portlet_DDLFormPortlet_INSTANCE_RSZb6z69WimG&p_p_state=normal&p_p_mode=view&_com_liferay_dynamic_data_lists_form_web_portlet_DDLFormPortlet_INSTANCE_RSZb6z69WimG_javax.portlet.action=addRecord&p_auth=nwvvVl9v&p_p_lifecycle=0)
16:46:34	143771/143771	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202024%2020:46:32%20GMT	https://www.bancopichincha.com.co/web/corporativo/banco-pichincha-hazte-cliente?p_p_id	./W2/www.bancopichincha.com.co/web/corporativo/banco-pichincha-hazte-cliente09b7.html	(from https://www.bancopichincha.com.co/web/corporativo/banco-pichincha-hazte-cliente?p_p_id=com_liferay_dynamic_data_lists_form_web_portlet_DDLFormPortlet_INSTANCE_RSZb6z69WimG&p_p_state=normal&p_p_mode=view&_com_liferay_dynamic_data_lists_form_web_portlet_DDLFormPortlet_INSTANCE_RSZb6z69WimG_javax.portlet.action=addRecord&p_auth=nwvvVl9v&p_p_lifecycle=0)
16:46:35	147027/147027	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202024%2020:46:33%20GMT	https://www.bancopichincha.com.co/web/corporativo/banco-pichincha-hazte-cliente?p_p_id=com_liferay_dynamic_data_lists_form_web_portlet_DDLFormPortlet_INSTANCE_RSZb6z69WimG&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_dynamic_data_lists_form_web_portlet_DDLFormPortlet_INSTANCE_RSZb6z69WimG_javax.portlet.action=addRecord	./W2/www.bancopichincha.com.co/web/corporativo/banco-pichincha-hazte-clientee540.html	(from https://www.bancopichincha.com.co/web/corporativo/banco-pichincha-hazte-cliente?p_p_id=com_liferay_dynamic_data_lists_form_web_portlet_DDLFormPortlet_INSTANCE_RSZb6z69WimG&p_p_state=normal&p_p_mode=view&_com_liferay_dynamic_data_lists_form_web_portlet_DDLFormPortlet_INSTANCE_RSZb6z69WimG_javax.portlet.action=addRecord&p_auth=nwvvVl9v&p_p_lifecycle=0)
16:46:35	70590/70590	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202024%2020:46:34%20GMT	https://www.bancopichincha.com.co/web/corporativo/solicitud-de-producto?product	./W2/www.bancopichincha.com.co/web/corporativo/solicitud-de-productof5bf.html	(from https://www.bancopichincha.com.co/web/corporativo/solicitud-de-producto?product=portal-pagos&portal=company)
16:46:37	127186/127186	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202024%2020:46:35%20GMT	https://www.bancopichincha.com.co/web/corporativo/linea-etica?p_p_id	./W2/www.bancopichincha.com.co/web/corporativo/linea-etica09b7.html	(from https://www.bancopichincha.com.co/web/corporativo/linea-etica?p_p_id=com_liferay_dynamic_data_lists_form_web_portlet_DDLFormPortlet_INSTANCE_E65GRqOwJKNN&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view)
16:46:38	72623/72623	---MCZ	200	added ('OK')	text/html	etag:W/%2288095cc7%22	https://www.bancopichincha.com.co/web/personas/credito-vehiculo-comercial	./W2/www.bancopichincha.com.co/web/personas/credito-vehiculo-comercial.html	(from https://www.bancopichincha.com.co/web/personas/polizas-colectivas-autos-deudor)
16:46:39	145444/145444	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202024%2020:46:37%20GMT	https://www.bancopichincha.com.co/web/corporativo/banco-pichincha-hazte-cliente?p_p_id=com_liferay_dynamic_data_lists_form_web_portlet_DDLFormPortlet_INSTANCE_RSZb6z69WimG&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view	./W2/www.bancopichincha.com.co/web/corporativo/banco-pichincha-hazte-cliente8362.html	(from https://www.bancopichincha.com.co/web/corporativo/banco-pichincha-hazte-cliente)
